Question_ID,Question_Text,Subject_Domain,Topic_Subdomain,Bloom_Taxonomy,Exam_Type,Estimated_Duration_Mins,Student_Avg_Score,Pass_Rate,Difficulty_Level
QID_16245,Define Geometry briefly.,Mathematics,Geometry,Remember,Midterm,7,4.6,92.9,Easy
QID_15957,List Database as defined in the textbook.,Computer Science,Database,Remember,Midterm,13,4.3,85.6,Easy
QID_13602,State AI as defined in the textbook.,Computer Science,AI,Remember,Final,9,4.7,93.9,Easy
QID_13576,Calculate Thermodynamics in a standard system.,Physics,Thermodynamics,Apply,Midterm,15,3.1,61.9,Medium
QID_12876,List Mechanics,Physics,Mechanics,Remember,Quiz,22,4.2,83.3,Easy
QID_17809,Critically analyze Optics considering edge cases.,Physics,Optics,Evaluate,Final,29,2.5,50.5,Medium
QID_15181,Explain how Mechanics for a specific case.,Physics,Mechanics,Apply,Final,8,3.0,60.9,Medium
QID_14168,What is Linear Algebra as defined in the textbook.,Mathematics,Linear Algebra,Remember,Final,24,4.7,94.0,Easy
QID_16890,Synthesize Algorithms under extreme constraints.,Computer Science,Algorithms,Evaluate,Quiz,30,1.4,27.4,Hard
QID_11379,Synthesize Algorithms under extreme constraints.,Computer Science,Algorithms,Evaluate,Midterm,20,1.7,34.5,Hard
QID_13995,Evaluate the limitations of Calculus considering edge cases.,Mathematics,Calculus,Evaluate,Final,20,1.8,35.7,Hard
QID_20059,Hypothesize Data Structures considering edge cases.,Computer Science,Data Structures,Evaluate,Midterm,21,2.0,39.3,Hard
QID_10416,Describe Quantum Physics in a standard system.,Physics,Quantum Physics,Apply,Midterm,28,3.1,61.5,Medium
QID_16452,Calculate Data Structures for a specific case.,Computer Science,Data Structures,Apply,Quiz,29,3.3,66.2,Medium
QID_18701,What is AI,Computer Science,AI,Remember,Final,25,4.3,86.6,Easy
QID_11962,State Linear Algebra in simple terms.,Mathematics,Linear Algebra,Remember,Quiz,12,4.7,93.4,Easy
QID_10620,Illustrate Statistics using an example.,Mathematics,Statistics,Apply,Final,10,2.7,53.7,Medium
QID_11703,State Data Structures briefly.,Computer Science,Data Structures,Remember,Final,28,3.7,74.7,Medium
QID_17536,Name Optics in simple terms.,Physics,Optics,Remember,Final,19,4.2,84.7,Easy
QID_18114,What is Geometry briefly.,Mathematics,Geometry,Remember,Quiz,19,4.0,80.3,Easy
QID_13433,Calculate Linear Algebra using an example.,Mathematics,Linear Algebra,Apply,Final,22,2.7,54.8,Medium
QID_19344,Explain how Algorithms for a specific case.,Computer Science,Algorithms,Apply,Quiz,16,3.1,62.2,Medium
QID_16594,Outline Geometry in a standard system.,Mathematics,Geometry,Apply,Final,17,2.9,58.6,Medium
QID_14238,Evaluate the limitations of Probability considering edge cases.,Mathematics,Probability,Evaluate,Quiz,17,0.7,14.7,Hard
QID_16302,Identify Optics in simple terms.,Physics,Optics,Remember,Final,23,4.5,89.6,Easy
QID_12516,Calculate Quantum Physics in a standard system.,Physics,Quantum Physics,Apply,Midterm,9,3.3,66.5,Medium
QID_20602,Calculate Linear Algebra in a standard system.,Mathematics,Linear Algebra,Apply,Quiz,24,2.3,46.5,Medium
QID_16192,List Statistics briefly.,Mathematics,Statistics,Remember,Quiz,22,4.8,95.6,Easy
QID_11190,Outline Statistics diagrammatically.,Mathematics,Statistics,Apply,Midterm,16,3.2,64.4,Medium
QID_19356,Describe Relativity in a standard system.,Physics,Relativity,Apply,Final,10,3.1,62.0,Medium
QID_16315,Define Mechanics in simple terms.,Physics,Mechanics,Remember,Midterm,23,4.6,91.3,Easy
QID_14328,Identify Statistics briefly.,Mathematics,Statistics,Remember,Final,22,4.6,91.7,Easy
QID_13508,Hypothesize Relativity under extreme constraints.,Physics,Relativity,Evaluate,Midterm,23,2.0,39.9,Hard
QID_18593,State Relativity in simple terms.,Physics,Relativity,Remember,Midterm,16,4.1,81.8,Easy
QID_14739,Synthesize AI under extreme constraints.,Computer Science,AI,Evaluate,Quiz,24,1.9,38.9,Hard
QID_16607,Hypothesize Data Structures considering edge cases.,Computer Science,Data Structures,Evaluate,Quiz,19,1.6,32.5,Hard
QID_11506,Hypothesize Algorithms in distributed latency environments.,Computer Science,Algorithms,Evaluate,Quiz,26,1.0,20.4,Hard
QID_19393,List Thermodynamics briefly.,Physics,Thermodynamics,Remember,Final,7,4.1,82.4,Easy
QID_20652,List Calculus as defined in the textbook.,Mathematics,Calculus,Remember,Quiz,9,4.6,91.2,Easy
QID_16341,Define Calculus as defined in the textbook.,Mathematics,Calculus,Remember,Final,24,4.6,92.9,Easy
QID_12471,Calculate Thermodynamics in a standard system.,Physics,Thermodynamics,Apply,Quiz,24,2.7,54.7,Medium
QID_18986,Define Algorithms as defined in the textbook.,Computer Science,Algorithms,Remember,Midterm,25,4.3,86.0,Easy
QID_17578,Describe Relativity in a standard system.,Physics,Relativity,Apply,Midterm,6,3.0,59.2,Medium
QID_21991,Evaluate the limitations of Probability with mathematical proofs.,Mathematics,Probability,Evaluate,Final,26,1.5,30.5,Hard
QID_10794,Outline Quantum Physics diagrammatically.,Physics,Quantum Physics,Apply,Quiz,27,3.7,74.4,Medium
QID_10730,Outline Optics using an example.,Physics,Optics,Apply,Midterm,13,2.8,55.6,Medium
QID_17506,Identify Relativity in simple terms.,Physics,Relativity,Remember,Midterm,9,3.9,78.0,Easy
QID_16322,Hypothesize Mechanics in distributed latency environments.,Physics,Mechanics,Evaluate,Final,11,1.8,36.8,Hard
QID_16418,List Probability briefly.,Mathematics,Probability,Remember,Quiz,6,4.6,91.4,Easy
QID_15025,List Linear Algebra as defined in the textbook.,Mathematics,Linear Algebra,Remember,Midterm,6,4.3,86.4,Easy
QID_20135,Identify Networking,Computer Science,Networking,Remember,Final,23,4.5,89.2,Easy
QID_12626,Explain how Database using an example.,Computer Science,Database,Apply,Quiz,17,2.3,46.6,Medium
QID_14250,Illustrate Relativity for a specific case.,Physics,Relativity,Apply,Quiz,27,3.0,60.6,Medium
QID_15399,Explain how Database diagrammatically.,Computer Science,Database,Apply,Final,11,2.6,51.3,Medium
QID_11745,Synthesize Thermodynamics in distributed latency environments.,Physics,Thermodynamics,Evaluate,Midterm,18,1.8,36.5,Hard
QID_18830,Evaluate the limitations of Thermodynamics with mathematical proofs.,Physics,Thermodynamics,Evaluate,Final,6,2.1,41.2,Hard
QID_18479,Hypothesize Quantum Physics in distributed latency environments.,Physics,Quantum Physics,Evaluate,Quiz,14,1.9,38.3,Hard
QID_14730,State Data Structures as defined in the textbook.,Computer Science,Data Structures,Remember,Final,6,4.1,82.5,Easy
QID_21997,Derive the formula for Data Structures considering edge cases.,Computer Science,Data Structures,Evaluate,Midterm,8,1.5,29.9,Hard
QID_12709,List Relativity in simple terms.,Physics,Relativity,Remember,Midterm,22,4.0,80.1,Easy
QID_13000,Derive the formula for Relativity under extreme constraints.,Physics,Relativity,Evaluate,Quiz,20,2.3,45.7,Medium
QID_12675,State Geometry in simple terms.,Mathematics,Geometry,Remember,Midterm,7,4.3,87.0,Easy
QID_11199,Evaluate the limitations of Relativity under extreme constraints.,Physics,Relativity,Evaluate,Midterm,27,1.6,31.6,Hard
QID_12034,Hypothesize Optics considering edge cases.,Physics,Optics,Evaluate,Final,29,2.4,47.1,Medium
QID_19870,State Networking in simple terms.,Computer Science,Networking,Remember,Final,13,4.8,96.8,Easy
QID_13021,Define Algorithms,Computer Science,Algorithms,Remember,Quiz,23,4.5,89.5,Easy
QID_15674,What is Mechanics in simple terms.,Physics,Mechanics,Remember,Final,30,4.6,93.0,Easy
QID_13941,Name Linear Algebra,Mathematics,Linear Algebra,Remember,Midterm,15,4.1,81.7,Easy
QID_11889,Define Data Structures,Computer Science,Data Structures,Remember,Final,24,4.6,92.0,Easy
QID_15528,What is Relativity in simple terms.,Physics,Relativity,Remember,Midterm,25,4.1,82.6,Easy
QID_20540,Critically analyze Relativity with mathematical proofs.,Physics,Relativity,Evaluate,Midterm,11,1.1,21.8,Hard
QID_21909,List Probability in simple terms.,Mathematics,Probability,Remember,Final,9,4.2,84.6,Easy
QID_10032,Explain how Linear Algebra for a specific case.,Mathematics,Linear Algebra,Apply,Quiz,8,3.2,63.5,Medium
QID_21822,Compare Database diagrammatically.,Computer Science,Database,Apply,Midterm,24,2.6,52.9,Medium
QID_17467,Explain how Linear Algebra using an example.,Mathematics,Linear Algebra,Apply,Quiz,6,2.3,45.4,Medium
QID_21968,Calculate Quantum Physics in a standard system.,Physics,Quantum Physics,Apply,Final,8,3.0,60.8,Medium
QID_17940,Explain how Database for a specific case.,Computer Science,Database,Apply,Midterm,6,2.9,58.4,Medium
QID_20528,Evaluate the limitations of Linear Algebra in distributed latency environments.,Mathematics,Linear Algebra,Evaluate,Final,5,1.8,35.4,Hard
QID_16392,Calculate Algorithms for a specific case.,Computer Science,Algorithms,Apply,Quiz,7,3.6,71.1,Medium
QID_21289,Evaluate the limitations of Linear Algebra considering edge cases.,Mathematics,Linear Algebra,Evaluate,Final,6,1.2,23.6,Hard
QID_19574,Critically analyze Statistics with mathematical proofs.,Mathematics,Statistics,Evaluate,Quiz,12,2.0,40.3,Hard
QID_17932,Identify Calculus,Mathematics,Calculus,Remember,Final,12,4.7,94.7,Easy
QID_19408,Name Database briefly.,Computer Science,Database,Remember,Quiz,10,4.1,81.5,Easy
QID_21081,Illustrate Probability for a specific case.,Mathematics,Probability,Apply,Final,18,2.8,55.3,Medium
QID_14216,Calculate Thermodynamics in a standard system.,Physics,Thermodynamics,Apply,Final,18,2.3,46.5,Medium
QID_14303,Synthesize Geometry under extreme constraints.,Mathematics,Geometry,Evaluate,Final,11,1.2,23.4,Hard
QID_19075,Define AI briefly.,Computer Science,AI,Remember,Midterm,18,4.6,92.2,Easy
QID_14868,Hypothesize Algorithms under extreme constraints.,Computer Science,Algorithms,Evaluate,Midterm,13,0.8,15.8,Hard
QID_14580,Compare Geometry in a standard system.,Mathematics,Geometry,Apply,Midterm,26,3.2,64.7,Medium
QID_11486,Identify Thermodynamics briefly.,Physics,Thermodynamics,Remember,Midterm,12,4.7,95.0,Easy
QID_10605,Critically analyze Linear Algebra considering edge cases.,Mathematics,Linear Algebra,Evaluate,Final,23,2.2,43.5,Hard
QID_18027,Define Data Structures,Computer Science,Data Structures,Remember,Final,8,4.7,94.7,Easy
QID_17049,What is Database,Computer Science,Database,Remember,Final,5,4.4,87.1,Easy
QID_11533,Identify Probability in simple terms.,Mathematics,Probability,Remember,Midterm,14,4.6,92.2,Easy
QID_12651,Define Linear Algebra briefly.,Mathematics,Linear Algebra,Remember,Quiz,23,4.5,89.0,Easy
QID_16920,Describe Database in a standard system.,Computer Science,Database,Apply,Quiz,30,3.4,68.0,Medium
QID_21669,Evaluate the limitations of Geometry under extreme constraints.,Mathematics,Geometry,Evaluate,Midterm,7,1.9,38.9,Hard
QID_19014,State Relativity,Physics,Relativity,Remember,Final,7,4.7,93.5,Easy
QID_18878,Define Linear Algebra as defined in the textbook.,Mathematics,Linear Algebra,Remember,Final,29,4.4,87.7,Easy
QID_16174,Name AI in simple terms.,Computer Science,AI,Remember,Midterm,28,4.7,94.1,Easy
QID_11330,Illustrate AI diagrammatically.,Computer Science,AI,Apply,Midterm,12,3.0,59.4,Medium
QID_13784,Outline Linear Algebra using an example.,Mathematics,Linear Algebra,Apply,Quiz,28,3.5,70.0,Medium
QID_10957,State AI as defined in the textbook.,Computer Science,AI,Remember,Final,12,3.6,72.2,Medium
QID_14132,Critically analyze AI under extreme constraints.,Computer Science,AI,Evaluate,Quiz,11,0.8,15.1,Hard
QID_21659,Calculate Networking in a standard system.,Computer Science,Networking,Apply,Quiz,5,2.9,58.2,Medium
QID_18979,Synthesize Relativity in distributed latency environments.,Physics,Relativity,Evaluate,Quiz,28,1.5,30.5,Hard
QID_20547,Outline Calculus for a specific case.,Mathematics,Calculus,Apply,Quiz,30,2.6,52.4,Medium
QID_12270,Derive the formula for Optics with mathematical proofs.,Physics,Optics,Evaluate,Quiz,15,1.9,37.5,Hard
QID_11660,List Networking in simple terms.,Computer Science,Networking,Remember,Midterm,24,4.2,83.3,Easy
QID_11026,List Data Structures as defined in the textbook.,Computer Science,Data Structures,Remember,Midterm,6,4.3,85.7,Easy
QID_15125,Critically analyze Mechanics under extreme constraints.,Physics,Mechanics,Evaluate,Midterm,20,2.0,40.1,Hard
QID_19438,Derive the formula for Statistics with mathematical proofs.,Mathematics,Statistics,Evaluate,Final,18,2.0,40.5,Hard
QID_11247,Derive the formula for Linear Algebra with mathematical proofs.,Mathematics,Linear Algebra,Evaluate,Midterm,16,1.3,26.2,Hard
QID_20935,Hypothesize Networking under extreme constraints.,Computer Science,Networking,Evaluate,Quiz,14,1.4,29.0,Hard
QID_19225,Evaluate the limitations of Data Structures in distributed latency environments.,Computer Science,Data Structures,Evaluate,Midterm,20,2.4,48.6,Medium
QID_10655,Derive the formula for Geometry considering edge cases.,Mathematics,Geometry,Evaluate,Quiz,22,1.8,36.8,Hard
QID_10623,Outline Data Structures using an example.,Computer Science,Data Structures,Apply,Midterm,8,2.8,56.3,Medium
QID_21896,Hypothesize Thermodynamics under extreme constraints.,Physics,Thermodynamics,Evaluate,Quiz,16,1.2,24.2,Hard
QID_13418,What is Calculus,Mathematics,Calculus,Remember,Midterm,15,4.2,85.0,Easy
QID_15339,Name Probability briefly.,Mathematics,Probability,Remember,Final,7,4.3,86.3,Easy
QID_12199,Identify Optics briefly.,Physics,Optics,Remember,Midterm,8,4.4,88.1,Easy
QID_12992,Critically analyze Networking considering edge cases.,Computer Science,Networking,Evaluate,Midterm,5,1.9,37.4,Hard
QID_20162,Define Statistics,Mathematics,Statistics,Remember,Midterm,17,4.5,89.9,Easy
QID_14600,Define Linear Algebra in simple terms.,Mathematics,Linear Algebra,Remember,Final,23,5.0,99.2,Easy
QID_20686,List Networking in simple terms.,Computer Science,Networking,Remember,Quiz,8,5.0,99.4,Easy
QID_19391,Identify Database as defined in the textbook.,Computer Science,Database,Remember,Midterm,10,4.4,88.1,Easy
QID_13100,Derive the formula for Calculus considering edge cases.,Mathematics,Calculus,Evaluate,Quiz,5,2.1,42.1,Hard
QID_17288,Evaluate the limitations of Statistics under extreme constraints.,Mathematics,Statistics,Evaluate,Final,19,1.7,33.2,Hard
QID_16572,State Calculus in simple terms.,Mathematics,Calculus,Remember,Quiz,25,4.3,86.0,Easy
QID_13614,Critically analyze Mechanics under extreme constraints.,Physics,Mechanics,Evaluate,Final,16,2.2,43.5,Hard
QID_12625,What is Geometry in simple terms.,Mathematics,Geometry,Remember,Midterm,18,4.2,84.9,Easy
QID_20709,State Quantum Physics as defined in the textbook.,Physics,Quantum Physics,Remember,Final,10,4.3,85.9,Easy
QID_13059,Outline Mechanics using an example.,Physics,Mechanics,Apply,Midterm,22,2.9,58.0,Medium
QID_13027,Synthesize Calculus under extreme constraints.,Mathematics,Calculus,Evaluate,Midterm,22,1.6,32.1,Hard
QID_11746,Name Mechanics,Physics,Mechanics,Remember,Final,19,3.8,76.1,Easy
QID_15286,Hypothesize Mechanics considering edge cases.,Physics,Mechanics,Evaluate,Midterm,20,0.9,17.4,Hard
QID_16057,Explain how Optics diagrammatically.,Physics,Optics,Apply,Final,16,3.2,64.1,Medium
QID_20871,Synthesize Relativity under extreme constraints.,Physics,Relativity,Evaluate,Final,30,2.5,50.8,Medium
QID_12457,Calculate Statistics for a specific case.,Mathematics,Statistics,Apply,Midterm,17,2.7,53.1,Medium
QID_16080,Hypothesize Quantum Physics under extreme constraints.,Physics,Quantum Physics,Evaluate,Quiz,8,2.5,50.9,Medium
QID_21735,State Relativity briefly.,Physics,Relativity,Remember,Final,7,4.4,87.0,Easy
QID_10076,Describe AI in a standard system.,Computer Science,AI,Apply,Final,13,3.6,72.5,Medium
QID_19826,Name Database as defined in the textbook.,Computer Science,Database,Remember,Midterm,10,4.9,98.2,Easy
QID_16147,Name Statistics in simple terms.,Mathematics,Statistics,Remember,Final,14,4.3,85.8,Easy
QID_18261,Illustrate Mechanics in a standard system.,Physics,Mechanics,Apply,Final,30,3.0,59.6,Medium
QID_12698,Compare Relativity using an example.,Physics,Relativity,Apply,Final,10,2.6,52.2,Medium
QID_14128,Calculate Mechanics diagrammatically.,Physics,Mechanics,Apply,Final,5,3.6,71.4,Medium
QID_16634,Illustrate Probability for a specific case.,Mathematics,Probability,Apply,Midterm,13,2.6,52.9,Medium
QID_15281,Name Algorithms in simple terms.,Computer Science,Algorithms,Remember,Midterm,28,4.4,87.8,Easy
QID_12260,Compare Quantum Physics using an example.,Physics,Quantum Physics,Apply,Final,15,2.5,50.0,Medium
QID_11775,Identify Networking in simple terms.,Computer Science,Networking,Remember,Final,15,4.3,86.6,Easy
QID_12974,Compare Quantum Physics using an example.,Physics,Quantum Physics,Apply,Midterm,13,2.9,58.6,Medium
QID_10093,Outline Database in a standard system.,Computer Science,Database,Apply,Final,30,2.7,54.5,Medium
QID_16071,,Physics,Thermodynamics,Apply,Quiz,23,3.5,69.9,Medium
QID_18375,Define Quantum Physics in simple terms.,Physics,Quantum Physics,Remember,Midterm,15,4.4,87.2,Easy
QID_15003,State Algorithms,Computer Science,Algorithms,Remember,Final,27,4.4,87.3,Easy
QID_19784,Illustrate Networking using an example.,Computer Science,Networking,Apply,Final,14,3.0,59.9,Medium
QID_14415,Describe Database for a specific case.,Computer Science,Database,Apply,Final,11,2.5,50.2,Medium
QID_10714,Hypothesize AI with mathematical proofs.,Computer Science,AI,Evaluate,Final,21,1.1,22.8,Hard
QID_11076,Synthesize Networking with mathematical proofs.,Computer Science,Networking,Evaluate,Final,17,1.0,19.8,Hard
QID_13126,Explain how Thermodynamics using an example.,Physics,Thermodynamics,Apply,Midterm,13,2.9,57.4,Medium
QID_16967,Explain how Relativity in a standard system.,Physics,Relativity,Apply,Midterm,25,2.9,58.0,Medium
QID_12929,Compare AI using an example.,Computer Science,AI,Apply,Midterm,7,3.2,64.9,Medium
QID_12015,Name Algorithms briefly.,Computer Science,Algorithms,Remember,Midterm,14,4.2,84.2,Easy
QID_11885,Critically analyze Geometry with mathematical proofs.,Mathematics,Geometry,Evaluate,Final,22,2.5,49.2,Medium
QID_21242,Derive the formula for Calculus under extreme constraints.,Mathematics,Calculus,Evaluate,Midterm,21,2.0,39.4,Hard
